Year,m,d,Time,Time zone,Precipitation amount (mm),Snow depth (cm),Air temperature (degC),Ground minimum temperature (degC),Maximum temperature (degC),Minimum temperature (degC)
2013,3,25,06:00,UTC,,,,,,
2013,3,26,00:00,UTC,-1,54,-8.5,,0.3,-18.9
2013,3,26,06:00,UTC,,,,,,
2013,3,27,00:00,UTC,-1,55,-4.1,,1.8,-11.3
2013,3,27,06:00,UTC,,,,,,
2013,3,28,00:00,UTC,0.4,55,-6,,-0.4,-11.1
2013,3,28,06:00,UTC,,,,,,
2013,3,29,00:00,UTC,-1,54,-5.9,,2.3,-16
2013,3,29,06:00,UTC,,,,,,
2013,3,30,00:00,UTC,-1,55,-5.6,,0.5,-10.1
2013,3,30,06:00,UTC,,,,,,
2013,3,31,00:00,UTC,-1,55,-4.7,,4.1,-14.8
2013,3,31,06:00,UTC,,,,,,
2013,4,1,00:00,UTC,-1,54,-4.3,,3.6,-9.5
2013,4,1,06:00,UTC,,,,,,
2013,4,2,00:00,UTC,-1,55,-5.3,,1.2,-14.2
2013,4,2,06:00,UTC,,,,,,
2013,4,3,00:00,UTC,0.3,55,-1.7,,1.8,-10.2
2013,4,3,06:00,UTC,,,,,,
2013,4,4,00:00,UTC,-1,54,-2.2,,1.7,-6.1
2013,4,4,06:00,UTC,,,,,,
2013,4,5,00:00,UTC,-1,54,-5.7,,-0.4,-11.7
2013,4,5,06:00,UTC,,,,,,
2013,4,6,00:00,UTC,-1,54,-7.8,,-0.2,-16.7
2013,4,6,06:00,UTC,,,,,,
2013,4,7,00:00,UTC,-1,55,-3.7,,3.3,-13.2
2013,4,7,06:00,UTC,,,,,,
2013,4,8,00:00,UTC,-1,54,-5.6,,0.1,-13.5
2013,4,8,06:00,UTC,,,,,,
2013,4,9,00:00,UTC,-1,54,-5.9,,3.5,-16.8
2013,4,9,06:00,UTC,,,,,,
2013,4,10,00:00,UTC,-1,53,-1.7,,6,-9.3
2013,4,10,06:00,UTC,,,,,,
2013,4,11,00:00,UTC,-1,53,-0.8,,6.7,-8.4
2013,4,11,06:00,UTC,,,,,,
2013,4,12,00:00,UTC,-1,52,1.2,,5.4,-5.1
2013,4,12,06:00,UTC,,,,,,
2013,4,13,00:00,UTC,2.7,48,3.1,,6.5,1.2
2013,4,13,06:00,UTC,,,,,,
2013,4,14,00:00,UTC,2.6,39,3,,7.4,0.1
2013,4,14,06:00,UTC,,,,,,
2013,4,15,00:00,UTC,4.2,32,4.3,,7.2,1.1
2013,4,15,06:00,UTC,,,,,,
2013,4,16,00:00,UTC,0.6,26,4,,6.5,2.8
2013,4,16,06:00,UTC,,,,,,
2013,4,17,00:00,UTC,0.2,23,4,,5.2,2.9
2013,4,17,06:00,UTC,,,,,,
2013,4,18,00:00,UTC,12.6,20,4.8,,8.5,1.5
2013,4,18,06:00,UTC,,,,,,
2013,4,19,00:00,UTC,0.6,15,4.1,,5.8,2.8
2013,4,19,06:00,UTC,,,,,,
2013,4,20,00:00,UTC,0.3,12,2.9,,7.1,0.4
2013,4,20,06:00,UTC,,,,,,
2013,4,21,00:00,UTC,-1,8,3,,9.4,-2.7
2013,4,21,06:00,UTC,,,,,,
2013,4,22,00:00,UTC,-1,5,6.8,,13.1,-1
2013,4,22,06:00,UTC,,,,,,
2013,4,23,00:00,UTC,2.8,-1,4.7,,8,4
2013,4,23,06:00,UTC,,,,,,
2013,4,24,00:00,UTC,-1,-1,4.8,,10,1.6
2013,4,24,06:00,UTC,,,,1.7,,
2013,4,25,00:00,UTC,-1,-1,2.4,,7.1,-2.1
2013,4,25,06:00,UTC,,,,-6.1,,
2013,4,26,00:00,UTC,-1,-1,3.1,,8.9,-3.3
2013,4,26,06:00,UTC,,,,-7.9,,
2013,4,27,00:00,UTC,0.4,-1,1.8,,7.2,-4.3
2013,4,27,06:00,UTC,,,,-8.6,,
2013,4,28,00:00,UTC,-1,-1,2.2,,7.6,-3.3
2013,4,28,06:00,UTC,,,,-7.5,,
2013,4,29,00:00,UTC,1.2,-1,5.3,,10.5,-2.1
2013,4,29,06:00,UTC,,,,-7.3,,
2013,4,30,00:00,UTC,2,-1,3.3,,5.8,1.6
2013,4,30,06:00,UTC,,,,0.3,,
2013,5,1,00:00,UTC,-1,-1,2.6,,6.5,0.4
2013,5,1,06:00,UTC,,,,0.4,,
2013,5,2,00:00,UTC,3.4,-1,1.3,,6.2,-3.3
2013,5,2,06:00,UTC,,,,-8.7,,
2013,5,3,00:00,UTC,0.6,-1,3.7,,8,-1
2013,5,3,06:00,UTC,,,,-4,,
2013,5,4,00:00,UTC,1.5,-1,2.4,,5.2,1.5
2013,5,4,06:00,UTC,,,,-1.2,,
2013,5,5,00:00,UTC,-1,-1,4,,10.3,-3.1
2013,5,5,06:00,UTC,,,,-8,,
2013,5,6,00:00,UTC,-1,-1,6.6,,15.4,-2.8
2013,5,6,06:00,UTC,,,,-7,,
2013,5,7,00:00,UTC,1.5,-1,6.9,,11.4,4.6
2013,5,7,06:00,UTC,,,,,,
2013,5,8,00:00,UTC,-1,-1,6.2,,9.6,1.7
2013,5,8,06:00,UTC,,,,-2,,
2013,5,9,00:00,UTC,6.3,-1,5.6,,8.5,-0.3
2013,5,9,06:00,UTC,,,,-4.4,,
2013,5,10,00:00,UTC,8,-1,4.8,,6.5,4.3
2013,5,10,06:00,UTC,,,,5,,
2013,5,11,00:00,UTC,1.2,-1,5.4,,8.9,3.9
2013,5,11,06:00,UTC,,,,3.9,,
2013,5,12,00:00,UTC,-1,-1,6.1,,10,2.6
2013,5,12,06:00,UTC,,,,2.6,,
2013,5,13,00:00,UTC,3.7,-1,9.5,,15.6,4.3
2013,5,13,06:00,UTC,,,,-1.3,,
2013,5,14,00:00,UTC,1.7,-1,9.7,,14.1,7.6
2013,5,14,06:00,UTC,,,,2.9,,
2013,5,15,00:00,UTC,-1,-1,10.1,,15.1,4.2
2013,5,15,06:00,UTC,,,,2.8,,
2013,5,16,00:00,UTC,-1,-1,11.2,,16.5,1.8
2013,5,16,06:00,UTC,,,,-2.6,,
2013,5,17,00:00,UTC,-1,-1,17.8,,25.7,2.9
2013,5,17,06:00,UTC,,,,-1.2,,
2013,5,18,00:00,UTC,-1,-1,19.8,,26.3,12.9
2013,5,18,06:00,UTC,,,,8.6,,
2013,5,19,00:00,UTC,-1,-1,18.6,,25.8,9.5
2013,5,19,06:00,UTC,,,,5.4,,
2013,5,20,00:00,UTC,-1,-1,15,,21.1,9.3
2013,5,20,06:00,UTC,,,,8.8,,
2013,5,21,00:00,UTC,-1,-1,15.2,,20.2,10
2013,5,21,06:00,UTC,,,,8.3,,
2013,5,22,00:00,UTC,-1,-1,15.3,,20.9,9.6
2013,5,22,06:00,UTC,,,,3.6,,
2013,5,23,00:00,UTC,-1,-1,14.3,,19.3,7.7
2013,5,23,06:00,UTC,,,,6.2,,
2013,5,24,00:00,UTC,-1,-1,15.1,,19.3,8.9
2013,5,24,06:00,UTC,,,,4.4,,
2013,5,25,00:00,UTC,-1,-1,13.4,,19.5,5.4
2013,5,25,06:00,UTC,,,,0.4,,
2013,5,26,00:00,UTC,-1,-1,15.7,,21.4,8.2
2013,5,26,06:00,UTC,,,,3.2,,
2013,5,27,00:00,UTC,-1,-1,17.8,,24.5,11.9
2013,5,27,06:00,UTC,,,,7.5,,
2013,5,28,00:00,UTC,-1,-1,19.5,,25.6,13
2013,5,28,06:00,UTC,,,,10,,
2013,5,29,00:00,UTC,-1,-1,20.7,,27.3,8
2013,5,29,06:00,UTC,,,,3.1,,
2013,5,30,00:00,UTC,-1,-1,21.9,,28.6,14
2013,5,30,06:00,UTC,,,,6.9,,
2013,5,31,00:00,UTC,-1,-1,21.2,,28.6,13
2013,5,31,06:00,UTC,,,,5.8,,
2013,6,1,00:00,UTC,-1,-1,20.2,,27.1,13.3
2013,6,1,06:00,UTC,,,,8.6,,
2013,6,2,00:00,UTC,-1,-1,21.8,,28.5,15
2013,6,2,06:00,UTC,,,,13.5,,
2013,6,3,00:00,UTC,8.1,-1,20.4,,29.4,12.2
2013,6,3,06:00,UTC,,,,8.6,,
2013,6,4,00:00,UTC,-1,-1,16.5,,21.3,13.2
2013,6,4,06:00,UTC,,,,10.3,,
2013,6,5,00:00,UTC,-1,-1,19.3,,25.1,13
2013,6,5,06:00,UTC,,,,12.3,,
2013,6,6,00:00,UTC,-1,-1,17.2,,22.1,12.9
2013,6,6,06:00,UTC,,,,11,,
2013,6,7,00:00,UTC,9.9,-1,16.9,,22.1,11.3
2013,6,7,06:00,UTC,,,,6.7,,
2013,6,8,00:00,UTC,6.5,-1,15,,19.5,12.8
2013,6,8,06:00,UTC,,,,12.5,,
2013,6,9,00:00,UTC,3.2,-1,14.5,,18.2,11.3
2013,6,9,06:00,UTC,,,,10,,
2013,6,10,00:00,UTC,1,-1,14.6,,18.7,7.4
2013,6,10,06:00,UTC,,,,4,,
2013,6,11,00:00,UTC,-1,-1,10.5,,15.2,8.5
2013,6,11,06:00,UTC,,,,7.5,,
2013,6,12,00:00,UTC,-1,-1,9.3,,12.8,6.4
2013,6,12,06:00,UTC,,,,4,,
2013,6,13,00:00,UTC,1,-1,12.2,,18.3,1.4
2013,6,13,06:00,UTC,,,,-2.1,,
2013,6,14,00:00,UTC,7.6,-1,13.4,,16.9,11.8
2013,6,14,06:00,UTC,,,,11.2,,
2013,6,15,00:00,UTC,0.7,-1,12.6,11.5,16.1,11.3
2013,6,15,06:00,UTC,,,,11.5,,
2013,6,16,00:00,UTC,5.8,-1,14.6,,18.8,10.7
2013,6,16,06:00,UTC,,,,9.4,,
2013,6,17,00:00,UTC,6.9,-1,13.1,,17.1,10.8
2013,6,17,06:00,UTC,,,,10.4,,
2013,6,18,00:00,UTC,0.6,-1,12.3,,14.8,10.5
2013,6,18,06:00,UTC,,,,9.2,,
2013,6,19,00:00,UTC,-1,-1,12.5,,15.9,9.6
2013,6,19,06:00,UTC,,,,8.8,,
2013,6,20,00:00,UTC,3.2,-1,13.1,,18.5,7.7
2013,6,20,06:00,UTC,,,,4.3,,
2013,6,21,00:00,UTC,-1,-1,13.5,,16.8,11.3
2013,6,21,06:00,UTC,,,,11.2,,
2013,6,22,00:00,UTC,1,-1,17.7,,23,9.7
2013,6,22,06:00,UTC,,,,5.6,,
2013,6,23,00:00,UTC,0.9,-1,16.9,,21,15.5
2013,6,23,06:00,UTC,,,,15.1,,
2013,6,24,00:00,UTC,-1,-1,19.6,,24.9,11.2
2013,6,24,06:00,UTC,,,,7.6,,
2013,6,25,00:00,UTC,-1,-1,18.7,,22.7,14.6
2013,6,25,06:00,UTC,,,,11.6,,
2013,6,26,00:00,UTC,-1,-1,21.8,,26.1,13.8
2013,6,26,06:00,UTC,,,,10.2,,
2013,6,27,00:00,UTC,4.9,-1,23.1,,28.8,18.5
2013,6,27,06:00,UTC,,,,18.4,,
2013,6,28,00:00,UTC,3.8,-1,17.1,,19.3,16.3
2013,6,28,06:00,UTC,,,,16.1,,
2013,6,29,00:00,UTC,31.5,-1,19.7,,25.4,12.9
2013,6,29,06:00,UTC,,,,10.4,,
2013,6,30,00:00,UTC,11.1,-1,18.1,,22.8,16.9
2013,6,30,06:00,UTC,,,,16.1,,
2013,7,1,00:00,UTC,16.7,-1,17.4,,20.2,15.5
2013,7,1,06:00,UTC,,,,14.6,,
2013,7,2,00:00,UTC,1.8,-1,15.6,,18.8,13
2013,7,2,06:00,UTC,,,,13,,
2013,7,3,00:00,UTC,6.4,-1,15.1,,21,12.2
2013,7,3,06:00,UTC,,,,9.6,,
2013,7,4,00:00,UTC,0.4,-1,15.4,,21.6,8.8
2013,7,4,06:00,UTC,,,,6,,
2013,7,5,00:00,UTC,3.1,-1,18.2,,22.9,13
2013,7,5,06:00,UTC,,,,12,,
2013,7,6,00:00,UTC,-1,-1,16.6,,21.4,14.3
2013,7,6,06:00,UTC,,,,14.9,,
2013,7,7,00:00,UTC,-1,-1,17.3,,22,9.5
2013,7,7,06:00,UTC,,,,5.9,,
2013,7,8,00:00,UTC,-1,-1,15.6,,18.2,13.8
2013,7,8,06:00,UTC,,,,11,,
2013,7,9,00:00,UTC,0.3,-1,14.1,,16.4,8.3
2013,7,9,06:00,UTC,,,,4.6,,
2013,7,10,00:00,UTC,-1,-1,15,,18.4,13.4
2013,7,10,06:00,UTC,,,,12.5,,
2013,7,11,00:00,UTC,-1,-1,13.3,,16.4,6.8
2013,7,11,06:00,UTC,,,,2.8,,
2013,7,12,00:00,UTC,-1,-1,13.8,,16.8,9
2013,7,12,06:00,UTC,,,,4.9,,
2013,7,13,00:00,UTC,0.2,-1,14.9,,19.9,9.5
2013,7,13,06:00,UTC,,,,6.3,,
2013,7,14,00:00,UTC,-1,-1,14.1,,16.8,13.2
2013,7,14,06:00,UTC,,,,11.9,,
2013,7,15,00:00,UTC,7.8,-1,12.6,,17.6,6.9
2013,7,15,06:00,UTC,,,,2.7,,
2013,7,16,00:00,UTC,7.3,-1,11.6,,14.3,9.4
2013,7,16,06:00,UTC,,,,8.3,,
2013,7,17,00:00,UTC,-1,-1,12.1,,15.1,8
2013,7,17,06:00,UTC,,,,6.1,,
2013,7,18,00:00,UTC,4.3,-1,11.6,,14.6,5.1
2013,7,18,06:00,UTC,,,,1.8,,
2013,7,19,00:00,UTC,0.5,-1,13,,16.8,10.7
2013,7,19,06:00,UTC,,,,10.5,,
2013,7,20,00:00,UTC,-1,-1,12.8,,16,10.3
2013,7,20,06:00,UTC,,,,8.7,,
2013,7,21,00:00,UTC,-1,-1,14,,17.8,8.8
2013,7,21,06:00,UTC,,,,5.9,,
2013,7,22,00:00,UTC,-1,-1,14.1,,16.5,12.3
2013,7,22,06:00,UTC,,,,11.6,,
2013,7,23,00:00,UTC,-1,-1,17.6,,24.1,11.5
2013,7,23,06:00,UTC,,,,10.8,,
2013,7,24,00:00,UTC,-1,-1,19.1,,24,14.2
2013,7,24,06:00,UTC,,,,11.6,,
2013,7,25,00:00,UTC,-1,-1,18.2,,23.6,11.9
2013,7,25,06:00,UTC,,,,7.9,,
2013,7,26,00:00,UTC,-1,-1,18.2,,24.5,9.8
2013,7,26,06:00,UTC,,,,5.9,,
2013,7,27,00:00,UTC,13.4,-1,18.6,,26.6,11
2013,7,27,06:00,UTC,,,,7.7,,
2013,7,28,00:00,UTC,0.9,-1,18.8,,25.7,13.9
2013,7,28,06:00,UTC,,,,13.9,,
2013,7,29,00:00,UTC,0.5,-1,19,,26.5,12.3
2013,7,29,06:00,UTC,,,,9.2,,
2013,7,30,00:00,UTC,7.3,-1,16.6,,18.5,15.4
2013,7,30,06:00,UTC,,,,15.3,,
2013,7,31,00:00,UTC,5.2,-1,18,,20.4,16.1
2013,7,31,06:00,UTC,,,,13.8,,
2013,8,1,00:00,UTC,2.7,-1,16.6,,18.8,15.4
2013,8,1,06:00,UTC,,,,15,,
2013,8,2,00:00,UTC,-1,-1,18.1,,22.1,14.5
2013,8,2,06:00,UTC,,,,12.6,,
2013,8,3,00:00,UTC,-1,-1,16.2,,21.3,10.9
2013,8,3,06:00,UTC,,,,7.5,,
2013,8,4,00:00,UTC,0.5,-1,19.5,,27.4,11.8
2013,8,4,06:00,UTC,,,,8.8,,
2013,8,5,00:00,UTC,-1,-1,18.5,,24.4,15.4
2013,8,5,06:00,UTC,,,,13.3,,
2013,8,6,00:00,UTC,-1,-1,17.2,,24.5,9.4
2013,8,6,06:00,UTC,,,,5.7,,
2013,8,7,00:00,UTC,5.1,-1,17,,25.5,11.2
2013,8,7,06:00,UTC,,,,8,,
2013,8,8,00:00,UTC,0.4,-1,16.7,,19.8,15.7
2013,8,8,06:00,UTC,,,,15.6,,
2013,8,9,00:00,UTC,1,-1,14.8,,17.5,12.3
2013,8,9,06:00,UTC,,,,9.5,,
2013,8,10,00:00,UTC,-1,-1,14.9,,20.3,8.2
2013,8,10,06:00,UTC,,,,5.2,,
2013,8,11,00:00,UTC,-1,-1,14.4,,17.9,11.2
2013,8,11,06:00,UTC,,,,9.3,,
2013,8,12,00:00,UTC,-1,-1,14.1,,18.2,11.7
2013,8,12,06:00,UTC,,,,11.7,,
2013,8,13,00:00,UTC,5.2,-1,12.8,,19.8,9.1
2013,8,13,06:00,UTC,,,,4.5,,
2013,8,14,00:00,UTC,3.3,-1,14.3,,20.4,6.7
2013,8,14,06:00,UTC,,,,3.3,,
2013,8,15,00:00,UTC,0.8,-1,15.6,,19.6,12.9
2013,8,15,06:00,UTC,,,,12.3,,
2013,8,16,00:00,UTC,-1,-1,14.1,,18.1,13
2013,8,16,06:00,UTC,,,,12.8,,
2013,8,17,00:00,UTC,5.7,-1,14.1,,20.4,7.5
2013,8,17,06:00,UTC,,,,3.2,,
2013,8,18,00:00,UTC,0.4,-1,17.5,,22.5,14.9
2013,8,18,06:00,UTC,,,,14.2,,
2013,8,19,00:00,UTC,3.6,-1,15.8,,19.5,14.1
2013,8,19,06:00,UTC,,,,10.9,,
2013,8,20,00:00,UTC,-1,-1,15.9,,22.5,10.8
2013,8,20,06:00,UTC,,,,6.7,,
2013,8,21,00:00,UTC,-1,-1,14.3,,20.5,11
2013,8,21,06:00,UTC,,,,6.7,,
2013,8,22,00:00,UTC,-1,-1,13,,15.8,9
2013,8,22,06:00,UTC,,,,3.8,,
2013,8,23,00:00,UTC,-1,-1,11,,14.7,6.8
2013,8,23,06:00,UTC,,,,2.3,,
2013,8,24,00:00,UTC,-1,-1,13.4,,19.2,6.1
2013,8,24,06:00,UTC,,,,2,,
2013,8,25,00:00,UTC,-1,-1,12.8,,20.5,6.3
2013,8,25,06:00,UTC,,,,3,,
2013,8,26,00:00,UTC,-1,-1,15.1,,22.2,8.5
2013,8,26,06:00,UTC,,,,4.1,,
2013,8,27,00:00,UTC,-1,-1,16.3,,22.7,12
2013,8,27,06:00,UTC,,,,8.4,,
2013,8,28,00:00,UTC,-1,-1,14,,21.1,8.6
2013,8,28,06:00,UTC,,,,4.7,,
2013,8,29,00:00,UTC,-1,-1,11.7,,15.5,5.8
2013,8,29,06:00,UTC,,,,0.4,,
2013,8,30,00:00,UTC,-1,-1,10.5,,16.2,5.3
2013,8,30,06:00,UTC,,,,-0.1,,
2013,8,31,00:00,UTC,-1,-1,10.3,,18.2,2.6
2013,8,31,06:00,UTC,,,,-2.1,,
2013,9,1,00:00,UTC,2,-1,13.8,,19.7,5.2
2013,9,1,06:00,UTC,,,,0,,
2013,9,2,00:00,UTC,0.4,-1,13.1,,18.4,11.2
2013,9,2,06:00,UTC,,,,10.6,,
2013,9,3,00:00,UTC,0.3,-1,12.4,,19.3,4.5
2013,9,3,06:00,UTC,,,,0.4,,
2013,9,4,00:00,UTC,-1,-1,12.1,,17.1,8.9
2013,9,4,06:00,UTC,,,,5.6,,
2013,9,5,00:00,UTC,-1,-1,12.6,,21.2,4.9
2013,9,5,06:00,UTC,,,,1,,
2013,9,6,00:00,UTC,-1,-1,13.6,,20.3,8.2
2013,9,6,06:00,UTC,,,,2.9,,
2013,9,7,00:00,UTC,-1,-1,13.3,,18.1,10.6
2013,9,7,06:00,UTC,,,,6,,
2013,9,8,00:00,UTC,0.1,-1,11.8,,18.1,5.8
2013,9,8,06:00,UTC,,,,1.6,,
2013,9,9,00:00,UTC,-1,-1,13.7,,21.2,5.9
2013,9,9,06:00,UTC,,,,1.8,,
2013,9,10,00:00,UTC,-1,-1,11.4,,18.5,5.2
2013,9,10,06:00,UTC,,,,0.5,,
2013,9,11,00:00,UTC,11.2,-1,12,,18.4,5.6
2013,9,11,06:00,UTC,,,,0.5,,
2013,9,12,00:00,UTC,-1,-1,13.2,,17.4,8.8
2013,9,12,06:00,UTC,,,,5.7,,
2013,9,13,00:00,UTC,-1,-1,12.2,,19,6.5
2013,9,13,06:00,UTC,,,,1.6,,
2013,9,14,00:00,UTC,-1,-1,13.2,,19.2,7.7
2013,9,14,06:00,UTC,,,,2.9,,
2013,9,15,00:00,UTC,-1,-1,12.7,,19.8,8.3
2013,9,15,06:00,UTC,,,,3,,
2013,9,16,00:00,UTC,-1,-1,13.1,,17.5,10.1
2013,9,16,06:00,UTC,,,,4.7,,
2013,9,17,00:00,UTC,-1,-1,13.1,,17.3,11
2013,9,17,06:00,UTC,,,,9.6,,
2013,9,18,00:00,UTC,-1,-1,15.1,,18.2,9.9
2013,9,18,06:00,UTC,,,,4.9,,
2013,9,19,00:00,UTC,-1,-1,14.4,,17.1,11.7
2013,9,19,06:00,UTC,,,,8.5,,
2013,9,20,00:00,UTC,0.6,-1,13.1,,15,11.6
2013,9,20,06:00,UTC,,,,9.5,,
2013,9,21,00:00,UTC,12,-1,12,,15,11.2
2013,9,21,06:00,UTC,,,,9.8,,
2013,9,22,00:00,UTC,2.2,-1,10.6,,14.5,8.8
2013,9,22,06:00,UTC,,,,10,,
2013,9,23,00:00,UTC,-1,-1,7.9,,11.1,6.1
2013,9,23,06:00,UTC,,,,4.9,,
2013,9,24,00:00,UTC,0.6,-1,4.9,,7.8,2.8
2013,9,24,06:00,UTC,,,,1.5,,
2013,9,25,00:00,UTC,1.2,-1,4,,6.9,1
2013,9,25,06:00,UTC,,,,0,,
2013,9,26,00:00,UTC,2.4,-1,5.8,,8.6,2.8
2013,9,26,06:00,UTC,,,,2.3,,
2013,9,27,00:00,UTC,0.2,-1,6.8,,9.9,4.2
2013,9,27,06:00,UTC,,,,3.8,,
2013,9,28,00:00,UTC,-1,-1,7.2,,8.8,6.4
2013,9,28,06:00,UTC,,,,5.7,,
2013,9,29,00:00,UTC,-1,-1,4.9,,6.7,2
2013,9,29,06:00,UTC,,,,1.8,,
2013,9,30,00:00,UTC,-1,-1,3.6,,5.6,2
2013,9,30,06:00,UTC,,,,1,,
2013,10,1,00:00,UTC,1.1,-1,3,,6.7,-0.9
2013,10,1,06:00,UTC,,,,-0.6,,
2013,10,2,00:00,UTC,-1,-1,7.1,,11.6,-0.5
2013,10,2,06:00,UTC,,,,-3.4,,
2013,10,3,00:00,UTC,-1,-1,7.5,,12,4
2013,10,3,06:00,UTC,,,,-1.2,,
2013,10,4,00:00,UTC,-1,-1,6.6,,10.2,3.3
2013,10,4,06:00,UTC,,,,-1,,
2013,10,5,00:00,UTC,1.5,-1,9,,10.6,4.1
2013,10,5,06:00,UTC,,,,-0.1,,
2013,10,6,00:00,UTC,0.1,-1,8.9,,10.4,7.7
2013,10,6,06:00,UTC,,,,5.5,,
2013,10,7,00:00,UTC,-1,-1,8.5,,11.9,3.6
2013,10,7,06:00,UTC,,,,5.9,,
2013,10,8,00:00,UTC,4,-1,5.4,,9.3,1.9
2013,10,8,06:00,UTC,,,,-2.4,,
2013,10,9,00:00,UTC,4.7,-1,10.1,,11.9,6.5
2013,10,9,06:00,UTC,,,,6.2,,
2013,10,10,00:00,UTC,-1,-1,6.3,,11.5,1.7
2013,10,10,06:00,UTC,,,,6,,
2013,10,11,00:00,UTC,-1,-1,5.5,,10.1,0.9
2013,10,11,06:00,UTC,,,,-4.4,,
2013,10,12,00:00,UTC,0.2,-1,7.2,,10.7,1.4
2013,10,12,06:00,UTC,,,,-3.4,,
2013,10,13,00:00,UTC,-1,-1,4.3,,10,-1.1
2013,10,13,06:00,UTC,,,,5.6,,
2013,10,14,00:00,UTC,0.2,-1,2.4,,5.3,-3.5
2013,10,14,06:00,UTC,,,,-8.4,,
2013,10,15,00:00,UTC,-1,-1,3.8,,5.7,1.3
2013,10,15,06:00,UTC,,,,-4.6,,
2013,10,16,00:00,UTC,-1,-1,-2.5,,4.5,-4.9
2013,10,16,06:00,UTC,,,,-11.3,,
2013,10,17,00:00,UTC,0.2,0,-2.2,,1.1,-5.8
2013,10,17,06:00,UTC,,,,-11.6,,
2013,10,18,00:00,UTC,0.5,0,-1.9,,0.1,-5.3
2013,10,18,06:00,UTC,,,,-11.4,,
2013,10,19,00:00,UTC,-1,0,-2.3,,-0.8,-4.3
2013,10,19,06:00,UTC,,,,-8.2,,
2013,10,20,00:00,UTC,-1,0,1.9,,3.1,-1.5
2013,10,20,06:00,UTC,,,,-2.6,,
2013,10,21,00:00,UTC,-1,0,-2.6,,2.6,-5.7
2013,10,21,06:00,UTC,,,,-8.8,,
2013,10,22,00:00,UTC,5.7,2,-2.9,,0.1,-8.7
2013,10,22,06:00,UTC,,,,-14.5,,
2013,10,23,00:00,UTC,19.3,5,2.5,,8.6,-0.9
2013,10,23,06:00,UTC,,,,-1.9,,
2013,10,24,00:00,UTC,18.2,0,3.8,,8.2,0.9
2013,10,24,06:00,UTC,,,,0.8,,
2013,10,25,00:00,UTC,0.2,-1,2.5,,8.2,1.3
2013,10,25,06:00,UTC,,,,1.2,,
2013,10,26,00:00,UTC,2.6,-1,1.3,,4.9,-0.2
2013,10,26,06:00,UTC,,,,-1.3,,
2013,10,27,00:00,UTC,0.5,-1,4.8,,5.8,2.8
2013,10,27,06:00,UTC,,,,2.4,,
2013,10,28,00:00,UTC,2.6,-1,8.3,,10.1,4.8
2013,10,28,06:00,UTC,,,,3.3,,
2013,10,29,00:00,UTC,0.6,-1,6.3,,8.6,5.5
2013,10,29,06:00,UTC,,,,2.2,,
2013,10,30,00:00,UTC,-1,-1,4.2,,5.8,2.5
2013,10,30,06:00,UTC,,,,-0.2,,
2013,10,31,00:00,UTC,4.2,-1,1.8,,4.9,0
2013,10,31,06:00,UTC,,,,-4.8,,
2013,11,1,00:00,UTC,0.6,-1,2.4,,3.4,0.4
2013,11,1,06:00,UTC,,,,-2.6,,
2013,11,2,00:00,UTC,-1,-1,2,,2.9,1.6
2013,11,2,06:00,UTC,,,,1.1,,
2013,11,3,00:00,UTC,0.1,-1,1.2,,2.9,-1.1
2013,11,3,06:00,UTC,,,,-0.9,,
2013,11,4,00:00,UTC,8.8,-1,0.9,,2.1,0
2013,11,4,06:00,UTC,,,,-0.2,,
2013,11,5,00:00,UTC,8.3,5,0.7,,1.7,-0.3
2013,11,5,06:00,UTC,,,,-0.6,,
2013,11,6,00:00,UTC,1.1,2,1.8,,2.8,0.5
2013,11,6,06:00,UTC,,,,-0.1,,
2013,11,7,00:00,UTC,-1,-1,-0.6,,1.1,-1.8
2013,11,7,06:00,UTC,,,,-0.8,,
2013,11,8,00:00,UTC,0.4,-1,0.7,,2.1,-1.4
2013,11,8,06:00,UTC,,,,-1.5,,
2013,11,9,00:00,UTC,0.6,-1,2.8,,4.9,0.4
2013,11,9,06:00,UTC,,,,-1,,
2013,11,10,00:00,UTC,4.2,-1,3,,5.2,1.8
2013,11,10,06:00,UTC,,,,0.7,,
2013,11,11,00:00,UTC,0.6,-1,-1,,2.4,-3.5
2013,11,11,06:00,UTC,,,,-6.1,,
2013,11,12,00:00,UTC,0.1,2,2.5,,4.4,-2.3
2013,11,12,06:00,UTC,,,,-6,,
2013,11,13,00:00,UTC,-1,-1,2.9,,4.7,1.3
2013,11,13,06:00,UTC,,,,-1.4,,
2013,11,14,00:00,UTC,-1,-1,-2.6,,3.4,-6.5
2013,11,14,06:00,UTC,,,,-5.6,,
2013,11,15,00:00,UTC,4.4,2,-0.4,,3.3,-7.5
2013,11,15,06:00,UTC,,,,-12.9,,
2013,11,16,00:00,UTC,2.5,0,4.2,,4.7,2
2013,11,16,06:00,UTC,,,,2.1,,
2013,11,17,00:00,UTC,0.1,-1,3.2,,8.1,0.9
2013,11,17,06:00,UTC,,,,2.1,,
2013,11,18,00:00,UTC,3.6,0,1.3,,5,-4.1
2013,11,18,06:00,UTC,,,,-10,,
2013,11,19,00:00,UTC,5.9,0,2.7,,5.6,2.2
2013,11,19,06:00,UTC,,,,1.9,,
2013,11,20,00:00,UTC,-1,-1,-1.4,,2.2,-4.5
2013,11,20,06:00,UTC,,,,-5.1,,
2013,11,21,00:00,UTC,2.8,2,-6.5,,-4.4,-8.1
2013,11,21,06:00,UTC,,,,-12.5,,
